Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³)
2/25/2023,116.3709491,241.0357428,18.16869062,48.06384838,14.83150794,1.196903935,51.10822917
2/26/2023,102.5337988,251.9246316,16.27403256,49.49355223,18.99399884,1.197841435,59.62131617
2/27/2023,98.7603588,272.0327778,16.82412933,51.64819606,11.87477716,1.332841938,58.06896329
2/28/2023,126.9506944,323.8786649,18.33750263,49.95938657,12.3370205,1.496956019,55.02443301
3/1/2023,128.58125,297.8680042,16.88412829,39.4353588,12.60416088,1.258790509,45.08495581
3/2/2023,107.8153533,276.9667309,8.778353009,36.55527252,9.505386222,1.020061393,46.89934279
3/3/2023,94.21941964,235.0568948,7.143357639,33.8037128,9.218423805,0.921205545,51.40403191
3/4/2023,102.9195874,232.6023938,8.746419227,43.95754875,9.870076108,0.880480324,42.95457176
3/5/2023,94.4873071,210.2225417,5.676770833,51.86545139,9.377586806,0.765810185,50.6450463
3/6/2023,85.35601349,204.5158826,5.908930225,53.23452596,8.332123103,0.750474537,54.57975942
3/7/2023,90.76053241,207.8213889,6.128369709,56.46519676,12.45146065,1.042962963,47.67471644
3/8/2023,105.3924769,192.4043448,5.782316468,52.36903885,11.98420139,1.176655093,43.05109375
3/9/2023,89.28653274,161.1092361,6.586554398,51.87655093,13.59744792,1.006886574,51.83594618
3/10/2023,73.85052083,175.9235749,7.934986139,56.10233156,10.75906929,0.967581019,50.92032407
3/11/2023,88.92356654,226.5995833,13.5445484,56.44440192,11.66753931,1.096131944,43.2280025
3/12/2023,117.0938657,284.0986878,18.98202546,56.70197917,12.58103272,1.31609375,46.13500579
3/13/2023,108.4606464,272.017979,17.30867725,57.40002578,11.12047529,1.285868056,45.5985311
3/14/2023,125.49336,319.5960175,11.68156865,55.36045994,12.62914201,1.307997685,42.81886505
3/15/2023,115.5257523,310.7309722,13.08751199,62.5205626,13.26152778,1.188912037,45.39526444
3/16/2023,101.285954,326.1257639,12.71621259,52.65215903,11.95812756,1.209774306,51.38230971
3/17/2023,96.42339015,276.3906713,9.530349858,35.92701964,11.91584333,1.115769676,43.5683044
3/18/2023,120.0970536,286.0342059,6.571485507,25.24000931,11.72851479,1.363671749,58.59969132
3/19/2023,47.03594809,107.0726843,7.499048397,20.5736043,14.6175278,0.742996595,50.72378968
3/20/2023,58.72305285,136.3836057,13.37891121,23.1621503,9.783576389,0.89224537,30.92918171
3/21/2023,72.35831454,186.1480853,12.91160063,25.41306849,15.31163225,1.08868266,31.4996939
3/22/2023,38.74580773,131.1802348,9.587885719,26.46411278,9.403803794,0.791261574,40.32407697
3/23/2023,61.65719102,183.0400845,15.57328804,26.80663748,9.768053708,0.904965278,46.21882771
3/24/2023,88.10052335,267.08076,20.62290434,29.08644097,10.30031753,1.319756944,42.08352566
3/25/2023,126.9034445,314.8688699,25.43557292,29.35009259,9.834836911,1.366325231,43.26767381
3/26/2023,81.73919549,219.9578019,11.32928077,25.49288525,10.25748392,0.818094411,48.62868972
3/27/2023,49.05786205,167.7287874,8.361283967,24.72801127,9.163322011,0.663269802,55.43832201
3/28/2023,63.31420127,232.1895903,11.65002158,27.41202852,13.43993857,0.922261078,45.81942174
3/29/2023,73.81521991,238.0750694,15.76339278,34.90848327,12.97539931,1.065590278,47.0254456
3/30/2023,82.80887731,253.340375,19.31884808,34.33240132,14.83903588,1.08858912,49.67869009
3/31/2023,80.4832672,217.8432095,9.753892196,26.49068166,13.68983699,0.927260689,37.9842557
4/1/2023,48.42986111,115.2827083,11.11095919,30.24868287,10.79387153,0.763003472,37.45528709
4/2/2023,64.43750252,190.9950826,21.50732947,39.96051646,11.59322564,0.872028986,39.68652199
4/3/2023,65.07229993,217.4637876,15.34491849,39.46028478,11.38015128,0.969084479,42.04481481
4/4/2023,75.92037145,222.4429158,16.93908986,40.73774501,12.96802993,0.824653029,41.18294444
4/5/2023,85.91096696,251.8390997,10.51032786,34.4719838,11.47137331,0.567724688,50.02359776
4/6/2023,90.13309358,250.7955556,13.69785301,45.97758846,12.95677414,0.830844081,55.57452794
4/7/2023,89.31131995,249.9729469,15.05501273,45.69639094,13.84976243,0.806822917,51.79784269
4/8/2023,103.3250579,297.0764583,10.61885668,42.95818388,13.70126157,0.785532407,52.4958912
4/9/2023,93.11986532,273.866673,9.120999367,42.09274779,17.67529146,0.604212963,54.85812921
4/10/2023,97.74920762,270.7260791,8.197297202,46.74749421,13.85229398,0.715850694,57.85238509
4/11/2023,107.5018786,304.8872917,17.40062454,53.77122527,14.00949604,1.012965551,52.58878902
4/12/2023,127.6207896,326.582252,13.4342735,55.18468207,14.41009572,0.922894777,45.84511757
4/13/2023,121.0362269,335.065,13.33890625,60.11239583,14.33550347,0.928171296,50.89917572
4/14/2023,105.5293981,313.8945139,25.5678376,67.01518128,13.51194444,1.055225694,47.98504051
4/15/2023,114.5936177,320.7815278,25.87000684,66.86539983,14.87053819,1.037152778,48.84623037
4/16/2023,111.2056134,328.4930694,19.4217419,69.78811632,17.35709491,1.092848049,46.6635
4/17/2023,105.4926505,347.3808333,23.61682095,72.39850573,22.67973958,1.194027778,50.65127894
4/18/2023,103.4765625,296.9676073,15.28686343,64.26497106,13.74369515,0.928043981,50.92174416
4/19/2023,99.14547856,336.7848611,13.72731481,56.50895833,13.36393519,0.877494213,48.86834491
4/20/2023,88.98090278,324.142098,12.15463865,47.75480384,12.80463546,0.768515248,48.74349285
4/21/2023,89.56966586,266.6894867,10.27797012,43.68024463,13.08388836,0.746608796,48.73147201
4/22/2023,50.22192761,127.0285038,8.853240398,38.83149501,14.74307713,0.566980745,44.71552978
4/23/2023,53.6900463,173.4952083,9.2889375,44.50588889,12.83942784,0.624548611,47.14541667
4/24/2023,50.87343427,168.4241882,12.55918159,45.22777778,8.480620791,0.617228009,46.94911433
4/25/2023,75.13248129,190.3128744,33.64365252,57.37291998,10.94759923,1.044106692,42.63791003
4/26/2023,90.07673611,256.0006944,39.16976379,81.12944772,9.634864634,1.223431713,44.85308449
4/27/2023,97.13069892,282.5461789,22.65811967,59.1094459,10.47009099,1.032986111,38.21850093
4/28/2023,86.68350168,243.2538976,20.34622189,62.50834087,9.950250604,1.152986111,43.49214749
4/29/2023,86.57827381,256.2945139,10.60117457,48.14106486,9.470574786,0.879908234,41.28801339
4/30/2023,76.98591555,195.9028287,12.30521978,56.32687673,12.24626136,0.846365816,28.19036999
5/1/2023,70.66713574,140.6311905,19.81940368,67.13734796,12.85862161,0.832501157,18.97526124
5/2/2023,45.91701003,119.1385994,15.41446496,43.73212539,10.93198476,0.716207071,24.60383628
5/3/2023,65.20578704,189.9690972,12.62354407,43.72744874,11.76099537,0.719108796,31.00757729
5/4/2023,51.60734954,138.6179167,12.52023727,43.55953125,9.806909722,0.708784722,28.86405882
5/5/2023,57.09587862,150.3500821,17.7293227,55.52607058,9.221716646,0.690069444,32.54352199
5/6/2023,71.95144676,203.7959722,12.19153495,70.86610827,11.20240337,0.80265625,41.94420255
5/7/2023,97.69157483,277.4178155,10.71106866,59.76524555,11.29549272,0.755531454,44.02722716
5/8/2023,93.63877315,259.8708194,14.64595865,68.86175357,9.635159924,0.765071351,40.87817543
5/9/2023,84.9765162,274.237625,24.3384765,75.89301505,10.91091088,0.839538194,34.42782997
5/10/2023,66.09034118,243.1771852,15.80223422,79.10072222,10.51854167,0.853659722,45.31351389
5/11/2023,84.37611111,285.7659623,31.33816878,94.87158333,13.17796528,1.121138889,50.9785779
5/12/2023,75.245625,249.9109375,26.10007837,83.4554375,10.14285417,0.948465278,54.22345139
5/13/2023,71.735,204.9258681,9.593268557,53.20747222,10.64617857,0.802621528,46.18141667
5/14/2023,78.60621898,263.3679924,11.2707839,60.28515179,11.23111036,1.02680163,48.51418561
5/15/2023,73.56599747,207.7057285,15.05612031,52.93494622,9.576973242,0.71359526,50.85036651
5/16/2023,88.909375,204.0045139,12.99475887,53.51305748,8.85849537,0.796238426,48.23661458
5/17/2023,79.58231683,214.3273422,13.82872106,46.06764468,9.223802083,0.683694444,33.87150463
5/18/2023,57.23506944,145.6440972,13.45262681,43.61302662,11.17879051,0.740017361,41.35059028
5/19/2023,68.33295249,166.5302967,14.20830742,45.84215856,10.15104482,0.709684481,34.56783565
5/20/2023,95.29742063,231.3450694,13.73753818,41.66940499,10.4237151,0.820699405,30.87742394
5/21/2023,94.18741898,242.6867222,14.33509365,35.679375,11.67776042,0.824143519,31.69939281
5/22/2023,67.76267361,169.1767145,13.42796559,31.14210017,10.48299242,0.612970626,29.72838158
5/23/2023,50.06453102,117.7102029,14.80713758,35.20460797,9.908358901,0.624144676,28.22466455
5/24/2023,50.85085859,115.3496528,13.21826243,30.11312401,10.09234226,0.501760101,39.59057381
5/25/2023,65.92333333,157.0866055,13.43451702,34.61366667,10.89321528,0.7088125,25.76390278
5/26/2023,56.27389984,132.8536549,13.2630755,39.22184133,11.67370918,0.582022544,32.8170323
5/27/2023,35.76738742,80.20046086,12.00505093,30.61798031,11.9294213,0.524322917,31.28455644
5/28/2023,62.87020179,140.3002989,13.56750327,30.98125,11.82196654,0.64921875,33.87319721
5/29/2023,68.85920139,162.2481944,13.45263788,38.75619722,11.52460069,0.783726852,35.5468626
5/30/2023,73.1215646,191.001654,17.62355407,45.9974413,13.11605172,0.970637581,34.21396938
5/31/2023,79.40969742,230.6054293,17.5152428,39.27398752,10.89755787,0.888362269,34.54093171
6/1/2023,61.41707176,202.8836262,8.763206019,35.19758102,11.69470008,0.787503523,43.16112847
6/2/2023,74.95142196,218.3807242,9.5565625,38.93384259,11.20052083,0.942465278,44.48828704
6/3/2023,71.95409873,201.1176812,10.14624975,37.89561606,11.16569369,0.909236111,50.48731934
6/4/2023,90.1369213,239.8322222,16.97202798,40.70259838,13.90987998,1.044305556,63.91989952
6/5/2023,105.9118056,308.6125,18.78731534,42.11653514,12.68127592,1.299364583,52.31601627
6/6/2023,105.5476911,254.4440985,14.29151273,50.64026042,10.69257246,1.223969907,39.00207176
6/7/2023,80.75229377,234.9639773,10.47275035,40.60507221,9.14448453,0.999955823,44.56374069
6/8/2023,78.57737269,231.1033394,7.146504881,38.47639115,9.23453588,0.864612269,55.21135392
6/9/2023,84.82384259,243.0525694,12.76673032,42.70740162,10.47260048,0.950944114,49.95007471
6/10/2023,69.91390399,173.0416365,7.666597222,27.99919174,11.14234491,0.734866898,42.02399253
6/11/2023,67.32534722,169.2019444,8.480752315,31.81581019,10.93070866,0.831927083,35.56362351
6/12/2023,75.90737129,164.1603253,6.561285636,29.49667002,9.546790414,0.739393275,42.39608419
6/13/2023,65.27013889,172.9648611,6.173726852,22.56540509,10.07085017,0.801186343,35.96683449
6/14/2023,111.891726,299.6103315,8.821449068,27.84586806,7.97021412,0.820863791,34.4063283
6/15/2023,95.24686242,321.8555342,11.35592265,28.37736589,7.239798611,0.684166667,35.88413773
6/16/2023,69.18940251,276.6677703,10.50061613,26.34835137,7.900014475,0.681633921,43.73944159
6/17/2023,78.74097222,243.5344444,11.39421875,32.55972801,8.202226271,0.738709491,39.60131366
6/18/2023,83.2852126,195.7000694,8.503268624,22.3011653,6.379054609,0.732850996,24.35637048
6/19/2023,62.6170466,145.9105314,7.802158565,20.48184606,6.342436343,0.7078125,36.93417245
6/20/2023,55.71005242,147.3584926,7.595367603,21.46437701,8.088194193,0.719369213,41.45880787
6/21/2023,57.1375,139.6753472,7.716556713,21.99609954,9.185029942,0.726215278,35.85345486
6/22/2023,62.40225694,119.1109028,7.889570181,24.51043403,8.377171191,0.712158565,35.47953952
6/23/2023,59.1875,132.3184028,7.272884964,22.13826389,7.647279351,0.635784018,28.56678819
6/24/2023,50.94754051,140.4394792,8.254322917,19.04578704,7.234887731,0.639461806,31.88971644
6/25/2023,57.11623001,136.9810568,7.867554563,17.0319213,7.775534235,0.531342593,29.41828528
6/26/2023,60.65463466,124.6135054,8.508599789,35.75954613,7.363141534,0.475305556,26.5181172
6/27/2023,68.01586806,126.4555421,8.002504051,26.6367595,8.471686636,0.4305782,39.03336942
6/28/2023,30.49849285,49.95370531,8.213224537,27.15572422,10.75703687,0.495767361,30.56960215
6/29/2023,26.301091,42.83240942,9.572238394,23.25382576,7.333143188,0.581314184,21.90214489
6/30/2023,28.02844822,52.30443825,9.458853221,21.93463816,8.291266618,0.681315205,22.19225979
7/1/2023,30.06902778,74.19305556,10.27341606,21.14920079,7.019093434,0.654034722,22.36038194
7/2/2023,26.97858333,67.92348958,10.45124505,20.48793056,7.440885317,0.54775,17.45276178
7/3/2023,32.56809657,84.46994199,13.39014734,25.62746876,20.87798137,0.537212158,32.83722977
7/4/2023,42.77824074,98.61444444,11.08595587,23.03839699,6.853590731,0.728778935,41.20429398
7/5/2023,28.61296296,66.52868056,11.30323479,23.35856113,6.770952345,0.712488426,30.08720575
7/6/2023,33.59398148,84.5925151,10.84752689,24.15739559,7.140954861,0.650648148,36.35213508
7/7/2023,30.98409556,81.52524148,10.10339515,22.27726705,7.095512626,0.675194444,12.12857044
7/8/2023,31.84661111,71.39427083,9.622114432,18.36838889,7.442332071,0.730270833,14.00459028
7/9/2023,37.90793651,84.79393601,9.364732323,19.44832666,10.7779251,0.764547619,13.33563591
7/10/2023,39.16871952,86.51497334,8.964345605,23.30692756,7.279240499,0.649963624,31.14584656
7/11/2023,46.36168981,99.78694444,10.12164263,33.06637153,6.623502595,0.725237269,27.51496528
7/12/2023,48.54922806,103.5527476,8.314854295,20.25569923,5.972920083,0.667367905,23.10836543
7/13/2023,50.4793702,116.5495611,11.08175347,21.30082176,6.428194627,0.717418981,20.04703457
7/14/2023,46.02003668,91.19081349,10.4838849,23.18627426,6.924345238,0.809312852,27.76473749
7/15/2023,37.08079861,69.88411706,10.52627859,20.86982376,6.405578747,0.691617099,36.16994917
7/16/2023,29.08069234,61.71695707,9.190340909,17.49474985,7.679450758,0.561082176,42.60715388
7/17/2023,32.17282105,70.96824405,12.10530605,43.24285744,7.278945043,0.590844907,34.8430482
7/18/2023,36.72558697,78.31522817,11.2432877,26.6147386,6.220155724,0.528634259,37.42521644
7/19/2023,43.57972524,97.87443539,9.955859954,35.91908626,5.81189538,0.627025463,37.76756208
7/20/2023,37.81705522,84.70626894,7.82407079,25.1992342,6.117359994,0.53192047,32.16164298
7/21/2023,39.05154848,96.80875302,13.06555759,58.39790636,6.864161215,0.691462251,28.00758659
7/22/2023,35.49470468,74.6991878,9.475313602,29.57025583,6.460662993,0.928921131,21.23155671
7/23/2023,31.75344246,67.53580357,9.197140591,38.78090244,6.831876984,0.837851957,22.23508515
7/24/2023,33.53584806,76.01900253,10.11151595,27.82875818,5.98046875,0.876238426,24.84724537
7/25/2023,48.89848638,100.0211987,10.23510716,35.65662314,5.884880787,0.854178241,29.75600091
7/26/2023,42.49854452,94.42267826,10.44584786,17.62926415,4.784029069,0.69995686,32.82666138
7/27/2023,40.59999259,91.73975631,8.160785325,17.78272663,4.919720073,0.725322496,48.27622849
7/28/2023,39.12108962,92.86208333,7.086483387,17.28038442,5.654326906,0.697520833,42.46026124
7/29/2023,36.8816098,82.23625604,5.70606476,21.59216898,6.239251017,0.74695409,43.41163089
7/30/2023,32.34298716,81.09423611,8.011617635,18.94545065,5.619263468,0.82695181,39.6230766
7/31/2023,30.21846065,74.89277778,5.683909118,19.78206195,5.432128623,0.716581019,37.27203125
8/1/2023,40.2991086,87.63839746,19.59490669,21.41109759,5.810999529,0.841712963,21.46564236
8/2/2023,27.27335543,55.28743458,54.54008792,16.83776951,5.886116718,0.67767548,18.34659767
8/3/2023,34.9552662,67.20708333,8.046604921,22.50396883,5.523246528,0.711400463,18.76242175
8/4/2023,35.39656049,85.03818237,7.535100141,18.96469429,4.901273148,0.745936745,19.52681138
8/5/2023,35.59600694,88.12715278,6.530561343,17.94068765,4.030862269,0.782876157,19.17963542
8/6/2023,36.23998843,71.74001208,6.506428819,19.19743519,3.682794312,0.777112269,17.29518846
8/7/2023,33.5221369,66.37959184,8.902639334,19.27735844,3.87768594,0.693032407,15.19320139
8/8/2023,38.14768519,92.11618056,7.590077748,19.96403684,4.028552738,0.732199074,12.12164352
8/9/2023,31.87787129,66.97466474,8.129805182,18.81790161,3.523978691,0.764947917,14.67062349
8/10/2023,42.52150794,122.0171682,9.677050876,30.04719918,4.001077546,0.602919485,20.49739207
8/11/2023,40.72206019,113.9987168,12.62526208,33.00593493,4.665433923,0.658844555,23.85313673
8/12/2023,49.67983047,135.8040625,7.252371162,17.80136574,5.881483914,0.778304398,23.66027077
8/13/2023,53.52833333,141.9118651,6.076979167,17.87636326,5.516435561,0.702384259,21.8255787
8/14/2023,43.28065972,97.54875,12.56498843,23.44284722,6.480855022,1.214398975,23.48863335
8/15/2023,44.49189815,97.318125,7.404265046,17.74855903,5.312628975,0.690642361,30.12850116
8/16/2023,39.06144647,93.86896825,8.13907197,19.76073843,6.285416827,0.708472222,28.59005787
8/17/2023,29.50972267,77.00383241,7.966494758,20.26331605,4.754799837,0.608625749,26.60173203
8/18/2023,39.69226651,104.248154,6.552565972,20.24273148,4.424612076,0.680975694,29.30241551
8/19/2023,31.6013826,83.55869716,5.824820494,19.04974521,3.553687543,0.604100116,29.45157672
8/20/2023,41.2332646,95.46573068,5.340431697,16.86335063,3.782538483,0.743162,29.36145919
8/21/2023,47.98879795,117.3704167,7.369621075,18.6746875,4.32738904,0.712743056,25.73161962
8/22/2023,32.03331718,72.53448611,10.60071909,18.62185131,4.564719771,0.658567635,20.99295193
8/23/2023,39.85492043,74.04469551,11.91667877,24.34246124,5.372661761,0.861418723,14.98503079
8/24/2023,22.29472864,57.92,9.767315537,19.93856558,4.510087682,0.676201775,18.85963883
8/25/2023,26.45155669,81.34661534,9.481325231,21.29227431,5.341378573,0.697320602,17.9819456
8/26/2023,36.19594907,116.6831503,6.953573232,15.52927136,5.001271135,0.561646789,25.23520255
8/27/2023,51.7009058,214.9224728,6.878274231,15.02984853,5.085363365,0.587575231,30.01793956
8/28/2023,68.79490741,282.9425694,6.803907828,17.65596313,5.190265046,0.603616898,29.23718171
8/29/2023,59.81613005,206.5875063,7.393468862,21.46394738,4.484684651,0.795329861,27.19268997
8/30/2023,53.95257786,160.2256881,7.37393045,19.65476589,3.914925295,0.645243056,28.46711385
8/31/2023,51.99079861,136.3991667,6.442141204,20.31016631,5.063671269,0.758744213,25.42265362
9/1/2023,58.40936974,166.116149,6.648288089,21.22556608,4.178163532,0.886332672,31.59033962
9/2/2023,50.38223128,140.6123359,7.182211403,22.98042749,4.862174354,0.801278935,31.20597222
9/3/2023,33.46175272,110.8475242,5.990063657,19.36674769,4.926631944,0.820509259,29.52782925
9/4/2023,15.89650711,40.693125,4.309589947,13.98337715,4.180083803,0.66603588,24.00461911
9/5/2023,22.76051479,69.32562198,4.149591133,13.89071908,4.646546671,0.783663698,21.00201852
9/6/2023,26.74259259,67.07486111,3.478044858,12.15315647,4.454510115,0.719571759,21.85285678
9/7/2023,24.17172907,69.19937802,3.717482639,11.66599537,5.058084491,0.676423611,28.44803819
9/8/2023,16.14602204,40.833125,4.272627315,12.34902199,5.211938657,0.585509259,23.12019676
9/9/2023,23.5680787,56.78216667,5.816487269,19.83464699,6.664207176,0.778101852,21.1860706
9/10/2023,36.39101957,85.37377778,3.391400211,12.89693237,5.139308072,0.761343096,19.34581572
9/11/2023,45.08472222,118.5165972,5.107355324,15.48089699,5.411850845,0.879427083,20.19200231
9/12/2023,55.72205753,146.5607315,5.238181612,17.68515952,6.707241726,0.913211806,24.21621805
9/13/2023,50.32436343,119.6936111,4.299178241,14.16059028,5.31670172,0.823512731,30.1219213
9/14/2023,37.26529473,86.60027146,4.838912289,13.58355056,4.743488821,0.627771991,27.92468029
9/15/2023,38.55320933,85.17174405,4.539234954,14.94454977,4.9364542,0.611378142,27.4823588
9/16/2023,40.64654467,94.60255952,3.820853009,11.12422685,5.421656315,0.608053902,28.62088542
9/17/2023,42.95117639,97.38972387,4.510109954,11.03329861,5.121880535,0.672546296,31.37945023
9/18/2023,34.67296058,76.23419192,6.525260417,14.03944444,4.81210806,0.701770833,26.56157986
9/19/2023,32.12226248,81.56674517,5.040213869,13.41753221,5.233979377,0.700619213,28.45137178
9/20/2023,25.19044549,52.87703793,5.750448232,13.25740889,5.144385643,0.632686237,20.63314899
9/21/2023,16.81515993,45.06569833,5.312708333,13.56455562,4.531790207,0.580318287,22.11912037
9/22/2023,13.58361765,30.14787742,4.655752315,11.59458333,4.502281145,0.641689815,21.78746805
9/23/2023,15.61586681,37.13130784,5.885038856,13.75093398,4.66603588,0.659693287,17.52216133
9/24/2023,18.19710648,40.52527778,4.784563342,10.13354916,5.181572564,0.665439815,17.20235532
9/25/2023,30.57991898,81.03138889,5.8859141,13.29084138,5.662861061,0.853296296,18.99221769
9/26/2023,55.11764595,134.1280177,7.852948307,19.33329598,5.503844674,1.09468532,24.73375271
9/27/2023,61.94875316,160.6532134,7.916383628,16.4630787,5.828612765,1.048345914,24.91809507
9/28/2023,60.37234143,161.9854113,7.968906861,16.59706875,5.483167995,0.938340519,22.28995864
9/29/2023,46.82704125,120.2579438,7.522162888,14.82081282,5.828595328,0.994910564,21.51349141
9/30/2023,33.38336696,96.97147645,6.578349436,11.87823269,5.46306247,0.722378472,15.75821717
10/1/2023,22.1902883,53.58727904,4.627818813,9.343283617,5.016200773,0.695017361,14.98332891
10/2/2023,23.11901212,55.84631536,4.165325126,9.364383102,5.41255524,0.650792824,19.24673032
10/3/2023,23.12483142,66.64829106,4.669327674,11.35296559,5.5462621,0.530827546,21.04389731
10/4/2023,16.89202121,43.94472222,4.54712252,9.647103764,5.393950213,0.58025463,21.06522043
10/5/2023,16.95555304,44.78443884,4.85056713,10.32975116,5.916631944,0.629201389,19.37872222
10/6/2023,22.62771991,70.20208333,5.601186343,12.72996528,5.259561695,0.770833333,27.72632795
10/7/2023,35.0000931,104.6676238,6.916001157,15.65334491,6.276651067,0.853981481,25.12352431
10/8/2023,57.06984954,154.6195139,7.681053241,17.7097338,6.782277988,0.916261574,29.35203704
10/9/2023,61.9460413,176.0978366,4.727748536,17.10833166,6.779749096,0.935280258,32.60893837
10/10/2023,56.97133285,167.9823338,4.887291667,17.2476794,6.399022746,0.88916088,31.95559119
10/11/2023,48.91454861,178.5425694,7.587907407,19.88234491,6.295636574,0.949590173,28.66733466
10/12/2023,52.57059883,176.9390646,7.80362344,21.0253364,6.572655198,0.952521044,27.09406275
10/13/2023,82.28031355,215.5575758,7.6291875,21.94292824,6.681059854,1.043364899,27.100625
10/14/2023,87.87268519,215.7454167,7.629564394,23.49548295,8.685815649,1.303512731,30.13796875
10/15/2023,87.96880032,221.6839281,8.766529431,20.07782709,12.78969539,1.399988426,31.01880524
10/16/2023,90.90977043,220.0562667,8.325527124,20.02658036,7.716907709,1.150376157,27.24406149
10/17/2023,54.25893153,130.8652992,5.302608819,19.09481595,6.460404684,0.819892814,30.79017238
10/18/2023,49.06322898,134.5043116,5.281915509,18.74736111,5.771331019,0.766527778,23.10923032
10/19/2023,52.9333912,140.4190278,4.657054398,18.79962963,6.277164352,0.828038194,28.53675926
10/20/2023,62.4479479,197.0158559,5.889617324,22.20265867,5.760890527,0.92087963,25.94366697
10/21/2023,67.77269571,192.9029419,10.31317708,22.49215856,6.43830465,1.108119213,29.42461806
10/22/2023,68.046875,173.6658333,12.1929819,22.59206282,5.680164141,1.115773885,29.98563815
10/23/2023,71.191826,166.0193353,9.130571659,20.34036564,5.343813657,0.940257523,34.52095486
10/24/2023,63.56270172,140.503248,4.454133267,17.27569048,4.832321037,0.834892526,34.38286359
10/25/2023,65.39851889,149.8173838,7.890006335,17.90714743,4.543845767,0.790547726,36.7840625
10/26/2023,63.23165509,155.1113889,6.107283951,22.94258488,4.829217698,0.884542824,33.47369792
10/27/2023,69.99328704,172.7397222,5.020167824,20.83106481,5.351637731,0.976273148,32.4990162
10/28/2023,86.38952546,223.8433062,9.099282407,23.24727431,4.690787037,1.166140046,23.85957755
10/29/2023,91.54033565,237.2243056,9.301869213,22.60325231,4.791675976,1.213084491,26.66881366
10/30/2023,103.6316138,284.7871701,10.05504595,27.61682239,4.573608413,1.304860608,30.39951217
10/31/2023,102.2530093,257.7213194,13.56918017,28.30327942,4.721321925,1.205815972,27.78220201
11/1/2023,86.99519676,232.0183333,13.83460598,24.03802511,5.418929398,1.09837963,20.76290741
11/2/2023,80.65729167,204.0734722,11.56168805,24.75097222,5.796956019,1.045578704,21.10948219
11/3/2023,80.9432493,239.493125,14.49178241,30.48076968,5.920758102,1.28765625,20.07431134
11/4/2023,100.5501387,239.2234478,10.17316716,25.21436012,4.917386739,1.040775463,22.15309405
11/5/2023,111.1410829,274.76391,7.139568329,22.79338526,5.619889795,1.095960648,29.4121724
11/6/2023,127.6347222,306.1494444,10.19113453,27.55980691,5.835837158,1.297228009,28.56357085
11/7/2023,177.6322338,399.74,8.722042824,30.98987269,6.758061343,1.518547454,30.98295139
11/8/2023,148.6107442,360.7138898,8.267606683,32.59075382,7.582644676,1.462494213,31.07370245
11/9/2023,157.7967766,434.6665138,21.83263468,42.99338542,7.109236386,1.687013889,26.11668789
11/10/2023,180.4861111,488.8623611,22.81125,43.7700463,7.487386815,1.83546875,21.05470486
11/11/2023,204.1508681,474.1938194,15.82688079,32.30384259,6.468599789,1.754641204,22.47380259
11/12/2023,205.4073601,338.7326268,8.647504735,23.0516109,7.485534888,1.223038194,29.1284154
11/13/2023,208.9929851,366.3381438,13.8244213,28.70032659,8.530640348,1.420208333,23.2347816
11/14/2023,166.0428165,366.6163466,16.87898359,39.3482339,7.468309705,1.536574326,25.39127239
11/15/2023,148.9636826,360.2974426,18.32848797,42.76768447,8.11441082,1.529398148,24.94148903
11/16/2023,118.7993201,279.9016848,24.68492493,34.91656627,7.581321314,1.39337963,23.23625428
11/17/2023,82.18701942,198.9790338,16.39626157,26.3778588,8.376446004,1.128107639,24.30178009
11/18/2023,65.43344907,168.4672222,17.43874421,26.6153588,8.525983041,1.132239583,23.52762616
11/19/2023,61.4224537,153.5873611,8.603113426,21.13912616,8.043368056,0.875833333,21.56009838
11/20/2023,118.4959722,248.2647778,7.189151067,24.2009375,9.028825131,1.156350694,25.11806829
11/21/2023,129.2997702,280.1042479,6.517661428,29.06523713,8.722198648,1.206835648,31.42371748
11/22/2023,135.0059028,311.6419444,15.14476248,46.62998911,7.945903029,1.501388889,29.40178472
11/23/2023,163.3415427,393.7537465,20.35520623,51.53609375,8.94487193,1.606493056,30.45959491
11/24/2023,171.0695199,413.7041625,30.5383044,59.53104851,9.722019676,1.881585648,29.4693206
11/25/2023,171.7096065,400.454968,20.04397784,49.72474688,9.787891506,1.821805556,26.35983218
11/26/2023,169.9759342,405.386712,18.20345486,50.12112414,9.888721065,1.769710648,27.74155671
11/27/2023,127.4104993,350.6750574,30.29820309,42.0693998,8.877095734,1.643298611,24.58903935
11/28/2023,121.3460025,268.2382372,18.36372791,35.76563907,6.932147881,1.402067308,21.82859405
11/29/2023,174.8178819,354.5715972,26.50775463,39.31790509,7.872754378,1.986689815,24.82168149
11/30/2023,180.143126,364.6928472,20.84341435,33.56500579,8.13880787,1.849716435,23.03667793
12/1/2023,168.9954861,356.7097222,7.911568287,23.81635995,7.904073822,1.758582176,25.85265046
12/2/2023,119.7445879,242.6049607,10.71670013,25.7127363,8.137343178,1.636296296,26.68507095
12/3/2023,136.1655093,322.8336806,14.27649708,31.62945833,7.814496528,1.565740741,23.89064815
12/4/2023,142.8190394,332.6709264,26.21291767,37.71902249,7.783447313,1.831244213,27.26238099
12/5/2023,103.209952,228.0938294,12.22571925,24.76023139,6.001366532,1.160580484,19.41138145
12/6/2023,84.37221396,203.6042361,13.0645081,24.84456019,6.139305556,1.036174769,22.18947917
